primary_title,premiered,title_id,nudity,violence,profanity,alcohol,frightening
"The Transporter Refueled",2015,tt2938956,Mild,Moderate,Mild,Moderate,Moderate
"Return to Sender",2015,tt2948790,Moderate,Moderate,Mild,Mild,Severe
Visions,2015,tt2954474,None,Moderate,Mild,Mild,Moderate
"Hot Pursuit",2015,tt2967224,Mild,Mild,Mild,Mild,Mild
"Alvin and the Chipmunks: The Road Chip",2015,tt2974918,Mild,Mild,Mild,Mild,Mild
Mortdecai,2015,tt3045616,Moderate,Mild,Moderate,Mild,None
"Man Up",2015,tt3064298,Mild,None,Moderate,Mild,None
"Hardcore Henry",2015,tt3072482,Moderate,Severe,Severe,Moderate,Severe
Creed,2015,tt3076658,Mild,Moderate,Moderate,None,Moderate
Suffragette,2015,tt3077214,Mild,Moderate,Mild,None,Moderate
Spy,2015,tt3079380,Moderate,Severe,Severe,Mild,Mild
"The Program",2015,tt3083008,None,None,Mild,Moderate,None
Circle,2015,tt3118452,None,Mild,Moderate,None,Mild
"The Miracle",2015,tt3138782,Mild,None,None,None,Mild
Desierto,2015,tt3147312,None,Moderate,Mild,Moderate,Moderate
Tamasha,2015,tt3148502,Mild,None,Mild,Mild,Mild
Trainwreck,2015,tt3152624,Moderate,Mild,Severe,Severe,None
"Rock the Kasbah",2015,tt3164256,Mild,Moderate,Moderate,Moderate,Mild
"Sleeping with Other People",2015,tt3165612,Moderate,Mild,Severe,Mild,None
"Mr. Holmes",2015,tt3168230,None,Mild,None,Mild,Mild
Retribution,2015,tt3169770,None,Mild,Mild,None,Mild
Room,2015,tt3170832,Mild,Mild,Moderate,Mild,Moderate
"The Diary of a Teenage Girl",2015,tt3172532,Severe,None,Moderate,Moderate,None
Momentum,2015,tt3181776,Mild,Severe,Moderate,,Severe
"The Boy Next Door",2015,tt3181822,Moderate,Severe,Severe,Mild,Moderate
"Insidious: Chapter 3",2015,tt3195644,None,Moderate,Mild,None,Severe
"Palm Trees in the Snow",2015,tt3202202,Moderate,Moderate,,Mild,Moderate
Trumbo,2015,tt3203606,Mild,None,Moderate,Moderate,Mild
"Slow West",2015,tt3205376,None,Severe,Moderate,Mild,Moderate
"Spare Parts",2015,tt3233418,Mild,Severe,Mild,Mild,Moderate
Survivor,2015,tt3247714,None,Moderate,Moderate,None,Mild
"Soaked in Bleach",2015,tt3253624,Moderate,Moderate,Moderate,Severe,Severe
Heist,2015,tt3276924,Mild,Severe,Severe,Moderate,Moderate
"Tale of Tales",2015,tt3278330,Moderate,Severe,None,None,Moderate
"Naomi and Ely's No Kiss List",2015,tt3282858,Mild,,Mild,Mild,
"The Blackcoat's Daughter",2015,tt3286052,None,Severe,Mild,Mild,Severe
"Jenny's Wedding",2015,tt3289712,None,None,None,Mild,None
Equals,2015,tt3289728,Mild,Mild,None,Mild,Mild
Rams,2015,tt3296658,Moderate,Mild,Mild,Mild,Mild
Youth,2015,tt3312830,Moderate,None,Mild,Mild,None
"American Ultra",2015,tt3316948,Mild,Severe,Severe,Severe,Moderate
Regression,2015,tt3319920,Mild,Moderate,Moderate,Mild,Moderate
MI-5,2015,tt3321300,None,Moderate,Moderate,Mild,Moderate
Concussion,2015,tt3322364,Mild,Mild,Moderate,Moderate,Mild
Infini,2015,tt3327624,None,Moderate,Severe,None,Moderate
Pan,2015,tt3332064,None,Mild,Mild,None,Mild
Max,2015,tt3369806,Mild,Mild,Mild,Mild,Mild
Sicario,2015,tt3397884,Mild,Severe,Severe,Moderate,Severe
"The End of the Tour",2015,tt3416744,None,None,Moderate,Mild,Mild
"Detective Byomkesh Bakshy!",2015,tt3447364,Mild,Severe,Mild,Mild,Moderate
"Manjhi: The Mountain Man",2015,tt3449292,Mild,Mild,Mild,Mild,Mild
"Paul Blart: Mall Cop 2",2015,tt3450650,None,Mild,None,Mild,Mild
"The Sea of Trees",2015,tt3450900,None,Mild,Mild,Mild,Moderate
"The Hateful Eight",2015,tt3460252,Moderate,Severe,Severe,Mild,Moderate
"The Lobster",2015,tt3464902,Moderate,Moderate,Moderate,Mild,Moderate
Extinction,2015,tt3467412,None,Moderate,,Mild,Moderate
"Maggie's Plan",2015,tt3471098,Mild,Mild,Moderate,Mild,Mild
"My King",2015,tt3478962,Moderate,Mild,Mild,Mild,None
Parallels,2015,tt3479316,None,,Moderate,None,Severe
Vice,2015,tt3480796,Mild,Severe,Moderate,Mild,
"The Walk",2015,tt3488710,Mild,Mild,Mild,Mild,Moderate
"Dum Laga Ke Haisha",2015,tt3495030,Mild,None,None,Moderate,Mild
"The Assassin",2015,tt3508840,None,Mild,None,None,Mild
"We Are Still Here",2015,tt3520418,None,Severe,Moderate,Mild,Moderate
"The Night Before",2015,tt3530002,Moderate,Mild,Severe,Severe,None
"45 Years",2015,tt3544082,Mild,None,Mild,Mild,None
"The Visit",2015,tt3567288,Mild,Moderate,Mild,Mild,Severe
Legend,2015,tt3569230,Mild,Severe,Severe,Moderate,Moderate
"Bilal: A New Breed of Hero",2015,tt3576728,None,Moderate,None,None,None
"A Perfect Day",2015,tt3577624,None,Moderate,Mild,Mild,Moderate
"Prem Ratan Dhan Payo",2015,tt3595298,None,Mild,None,None,Mild
"Knock Knock",2015,tt3605418,Moderate,Moderate,Severe,Mild,Moderate
"The Wave",2015,tt3616916,None,Moderate,Mild,None,Moderate
"Paper Towns",2015,tt3622592,Mild,Mild,Mild,Mild,None
"Ricki and the Flash",2015,tt3623726,Mild,None,Mild,Moderate,None
"The Martian",2015,tt3659388,Mild,Mild,Moderate,Mild,Mild
"Holding the Man",2015,tt3671542,Moderate,Mild,Moderate,Mild,Mild
"Turbo Kid",2015,tt3672742,None,Severe,Moderate,None,Severe
"Dragon Blade",2015,tt3672840,Mild,Moderate,None,Mild,Moderate
Badlapur,2015,tt3678782,Moderate,Severe,Mild,Mild,Severe
"Bridge of Spies",2015,tt3682448,None,Moderate,Moderate,Mild,Mild
"A Christmas Horror Story",2015,tt3688406,Mild,Severe,Severe,Mild,Moderate
"Suck Me Shakespeer 2",2015,tt3702996,Mild,Mild,Severe,Mild,None
Remember,2015,tt3704050,None,Moderate,Moderate,None,Moderate
Deathgasm,2015,tt3705412,Moderate,Severe,Severe,Moderate,Moderate
"By the Sea",2015,tt3707106,Moderate,None,Mild,Moderate,Mild
"Irrational Man",2015,tt3715320,Mild,Mild,Mild,Mild,Mild
"The Lady in the Van",2015,tt3722070,None,Mild,Moderate,None,None
Experimenter,2015,tt3726704,None,None,Mild,Mild,None
"Pay the Ghost",2015,tt3733778,None,Moderate,Moderate,Mild,Moderate
"Bajirao Mastani",2015,tt3735246,Mild,Moderate,Mild,None,Mild
"NH 10",2015,tt3742284,Mild,Severe,Moderate,Moderate,Severe
"The Second Mother",2015,tt3742378,None,None,Moderate,,
Truman,2015,tt3754940,Moderate,None,Mild,Mild,Mild
"Our Little Sister",2015,tt3756788,None,None,None,Mild,None
"Hello, My Name Is Doris",2015,tt3766394,Mild,None,Moderate,Mild,None
Piku,2015,tt3767372,None,None,Mild,Mild,None
Ashby,2015,tt3774466,Mild,Mild,Moderate,Moderate,Severe
Love,2015,tt3774694,Severe,Mild,Severe,Severe,Mild
"400 Days",2015,tt3774790,Mild,Moderate,Moderate,Moderate,Moderate
"They Call Me Jeeg",2015,tt3775086,Moderate,Severe,Moderate,Moderate,Moderate
"We Are Your Friends",2015,tt3787590,Mild,Mild,Severe,Moderate,None
"The Brand New Testament",2015,tt3792960,Moderate,Mild,Moderate,Mild,Mild
"The Escort",2015,tt3793788,Mild,None,Moderate,Moderate,Mild
"6 Years",2015,tt3799372,Moderate,Moderate,Moderate,Severe,None
Brothers,2015,tt3802576,Mild,Moderate,Mild,Moderate,Moderate
"Son of Saul",2015,tt3808342,Moderate,Severe,Moderate,Mild,Severe
"Minimalism: A Documentary About the Important Things",2015,tt3810760,None,None,None,None,
"Cop Car",2015,tt3813310,None,Moderate,Severe,Moderate,Moderate
"Dragon Ball Z: Resurrection ""F""",2015,tt3819668,None,Moderate,Mild,None,Mild
Tangerine,2015,tt3824458,Severe,Mild,Severe,Moderate,Mild
"A War",2015,tt3830162,None,Moderate,Moderate,Moderate,Severe
"War Room",2015,tt3832914,None,Mild,None,None,Mild
Ratter,2015,tt3836512,Mild,Mild,Moderate,,Severe
"Land of Mine",2015,tt3841424,None,Severe,Mild,None,Severe
"The Overnight",2015,tt3844362,Moderate,None,Moderate,Moderate,None
Baby,2015,tt3848892,None,Moderate,Mild,Mild,Moderate
Dope,2015,tt3850214,Moderate,Moderate,Severe,Severe,Mild
Krampus,2015,tt3850590,None,Moderate,Mild,Mild,Moderate
Truth,2015,tt3859076,Mild,,Severe,,
"The Bronze",2015,tt3859304,Severe,None,Severe,Mild,None
"The Perfect Guy",2015,tt3862750,Mild,Moderate,Moderate,Moderate,Moderate
"Bajrangi Bhaijaan",2015,tt3863552,None,Mild,None,None,Mild
"Men & Chicken",2015,tt3877674,Mild,Moderate,Mild,None,Moderate
"Muhammad: The Messenger of God",2015,tt3921314,None,Mild,None,None,Mild
Mustang,2015,tt3966404,Mild,Mild,Mild,Mild,Moderate
"4th Man Out",2015,tt3978720,Mild,,Moderate,Mild,
Colonia,2015,tt4005402,Mild,Moderate,Mild,None,Moderate
Intruders,2015,tt4009278,Mild,Severe,Moderate,,Moderate
Suburra,2015,tt4025514,Severe,Severe,Severe,Severe,Moderate
"Maze Runner: The Scorch Trials",2015,tt4046784,None,Moderate,Mild,Mild,Moderate
Blackway,2015,tt4061010,Mild,Moderate,Moderate,Severe,Moderate
"Green Room",2015,tt4062536,None,Severe,Severe,Moderate,Severe
"A Man Called Ove",2015,tt4080728,None,Mild,Mild,None,Moderate
Dheepan,2015,tt4082068,Mild,Moderate,Moderate,None,Moderate
"Battle for Sevastopol",2015,tt4084744,Mild,Severe,,Mild,Moderate
"People Places Things",2015,tt4104022,Moderate,None,Mild,Mild,None
"MSG: The Messenger of God",2015,tt4107858,Severe,Severe,Severe,Severe,None
"Dil Dhadakne Do",2015,tt4110568,Mild,None,Mild,Mild,Mild
"Cartel Land",2015,tt4126304,None,Severe,Moderate,Severe,Moderate
"The Ones Below",2015,tt4126438,Moderate,Mild,Moderate,Mild,Moderate
"Tales of Halloween",2015,tt4163020,Mild,Severe,Moderate,Mild,Severe
"Look Who's Back",2015,tt4176826,None,Mild,Moderate,None,Mild
"The Gift",2015,tt4178092,Mild,Mild,Moderate,Mild,Moderate
"Strange Magic",2015,tt4191054,None,Mild,None,None,Mild
Limonata,2015,tt4192740,,,,,
"Telling Tales",2015,tt4195278,,,,,
Victoria,2015,tt4226388,Mild,Moderate,Moderate,Moderate,Moderate
"Cobain: Montage of Heck",2015,tt4229236,Moderate,Mild,Severe,Severe,Mild
"Going Clear: Scientology & the Prison of Belief",2015,tt4257858,None,None,Moderate,None,Mild
"The Witch",2015,tt4263482,Moderate,Severe,Mild,None,Severe
"Hell House LLC",2015,tt4267026,Mild,Moderate,Severe,Mild,Severe
Grandma,2015,tt4270516,None,Mild,Mild,Mild,None
"The Boy and the Beast",2015,tt4272866,None,Mild,None,None,Mild
"What Happened, Miss Simone?",2015,tt4284010,Mild,,Mild,,Mild
"Embrace of the Serpent",2015,tt4285496,Mild,Moderate,None,Moderate,Moderate
"Sweet Bean",2015,tt4298958,,,,,
Ivy,2015,tt4309356,None,Mild,Severe,Moderate,Mild
Taxi,2015,tt4359416,None,Mild,None,None,Mild
"The Club",2015,tt4375438,Severe,Moderate,Severe,Mild,Moderate
"Hot Girls Wanted",2015,tt4382552,Severe,Severe,Severe,Moderate,Mild
Extraction,2015,tt4382872,Mild,Moderate,Severe,Moderate,Moderate
"The Clan",2015,tt4411504,Moderate,Severe,Moderate,Moderate,Severe
"Pyaar Ka Punchnama 2",2015,tt4430136,Moderate,Mild,Severe,Moderate,Mild
Drishyam,2015,tt4430212,Mild,Moderate,None,None,Moderate
RangiTaranga,2015,tt4432480,,,,,
"Code Name: K.O.Z.",2015,tt4458206,Mild,Severe,Severe,Severe,Severe
"The Meddler",2015,tt4501454,Mild,None,Mild,Mild,None
Emelie,2015,tt4503598,Mild,Moderate,Mild,Mild,Severe
"I Spit on Your Grave: Vengeance Is Mine",2015,tt4530884,Severe,Severe,Severe,Mild,Severe
Dilwale,2015,tt4535650,None,Moderate,Mild,Mild,Moderate
Jeruzalem,2015,tt4552524,Mild,Moderate,Moderate,Mild,Moderate
"Our Story",2015,tt4558362,,,,,
Chi-Raq,2015,tt4594834,Moderate,Moderate,Severe,Mild,Mild
"Boruto: Naruto The Movie",2015,tt4618398,Mild,Moderate,Severe,Severe,Mild
Masaan,2015,tt4635372,Mild,None,None,Mild,Mild
Premam,2015,tt4679210,None,Mild,None,Moderate,None
Srimanthudu,2015,tt4727512,Mild,Mild,None,None,None
"Ali Baba and the Seven Dwarfs",2015,tt4728338,None,Mild,,Mild,None
"Where to Invade Next",2015,tt4897822,Mild,Mild,Mild,Moderate,Mild
"Winter on Fire: Ukraine's Fight for Freedom",2015,tt4908644,Mild,Severe,Mild,None,Severe
Talvar,2015,tt4934950,Mild,Moderate,Mild,Mild,Moderate
Southbound,2015,tt4935334,Mild,Severe,Severe,Mild,Severe
"The Devil's Candy",2015,tt4935372,None,Moderate,Moderate,Mild,Moderate
Baskin,2015,tt4935418,Moderate,Severe,Moderate,Mild,Severe
"Thani Oruvan",2015,tt4987556,Mild,Moderate,Mild,Moderate,Mild
Visaaranai,2015,tt4991384,None,Severe,Mild,Mild,Severe
Ronaldo,2015,tt5065822,Mild,Mild,Mild,Mild,Moderate
Delibal,2015,tt5076214,Mild,,,,
Charlie,2015,tt5082014,None,,None,Mild,None
"My Scientology Movie",2015,tt5111874,None,Mild,Moderate,Mild,Mild
"Dügün Dernek 2: Sünnet",2015,tt5114588,,,,,
Wazir,2016,tt0315642,None,Moderate,Mild,Mild,Moderate
"American Pastoral",2016,tt0376479,Moderate,Severe,Severe,Mild,Moderate
"Hail, Caesar!",2016,tt0475290,None,Mild,Mild,Mild,None
Silence,2016,tt0490215,None,Severe,None,None,Severe
Cell,2016,tt0775440,Mild,Severe,Mild,Mild,Severe
Warcraft,2016,tt0803096,None,Moderate,Mild,None,Moderate
"The Legend of Tarzan",2016,tt0918940,Mild,Moderate,Mild,None,Mild
"Pele: Birth of a Legend",2016,tt0995868,None,Mild,None,Mild,None
"The Belko Experiment",2016,tt1082807,Mild,Severe,Severe,Mild,Severe
"Free State of Jones",2016,tt1124037,None,Severe,Mild,Mild,Severe
"10 Cloverfield Lane",2016,tt1179933,None,Moderate,Mild,Mild,Severe
Pet,2016,tt1183374,Mild,Severe,Moderate,Mild,Moderate
"Doctor Strange",2016,tt1211837,None,Moderate,Mild,None,Moderate
"The Lost City of Z",2016,tt1212428,Mild,Moderate,Mild,Mild,Moderate
Ghostbusters,2016,tt1289401,Mild,Mild,Mild,Mild,Mild
"How to Be Single",2016,tt1292566,Mild,None,Moderate,Moderate,None
"The Infiltrator",2016,tt1355631,Moderate,Severe,Severe,Severe,Moderate
Passengers,2016,tt1355644,Mild,Mild,Mild,Mild,Mild
"Pride and Prejudice and Zombies",2016,tt1374989,None,Moderate,None,Mild,Moderate
"Suicide Squad",2016,tt1386697,Mild,Moderate,Moderate,Mild,Moderate
Deadpool,2016,tt1431045,Severe,Severe,Severe,Mild,Moderate
"Get a Job",2016,tt1468846,Moderate,None,Moderate,Moderate,None
"Max Steel",2016,tt1472584,None,Mild,Mild,None,None
"Bridget Jones's Baby",2016,tt1473832,Moderate,None,Moderate,Moderate,None
Turnabout,2016,tt1476425,,,,,
"Central Intelligence",2016,tt1489889,Moderate,Moderate,Moderate,Mild,Mild
"Blair Witch",2016,tt1540011,None,Moderate,Severe,Mild,Severe
"True Memoirs of an International Assassin",2016,tt1542768,None,Moderate,Mild,Mild,Mild
Fallen,2016,tt1564777,None,Mild,Mild,Mild,Mild
"The Late Bloomer",2016,tt1588878,Moderate,None,Moderate,Mild,None
"Zoolander 2",2016,tt1608290,Moderate,Mild,Moderate,None,Mild
Jackie,2016,tt1619029,None,Moderate,Mild,Mild,Moderate
"Bleed for This",2016,tt1620935,Moderate,Moderate,Severe,Mild,Moderate
"Independence Day: Resurgence",2016,tt1628841,None,Moderate,Mild,None,Moderate
Tallulah,2016,tt1639084,Mild,None,Moderate,Mild,Moderate
"Their Finest",2016,tt1661275,Mild,Moderate,Mild,Moderate,Mild
Trolls,2016,tt1679335,None,None,Mild,None,Mild
"Sausage Party",2016,tt1700841,Severe,Moderate,Severe,Moderate,Moderate
Genius,2016,tt1703957,None,None,Mild,Moderate,Mild
"Office Christmas Party",2016,tt1711525,Moderate,Mild,Moderate,Severe,None
"Message from the King",2016,tt1712192,Moderate,Severe,Severe,Moderate,Moderate
"Triple 9",2016,tt1712261,Moderate,Severe,Severe,Severe,Moderate
"A Family Man",2016,tt1718924,Mild,None,Mild,Mild,None
"Hands of Stone",2016,tt1781827,Moderate,Mild,Severe,Mild,Mild
"Bad Santa 2",2016,tt1798603,Severe,Mild,Severe,Moderate,Mild
Gold,2016,tt1800302,Mild,Mild,Severe,Severe,Mild
"Dirty Grandpa",2016,tt1860213,Severe,Mild,Severe,Severe,None
"Deepwater Horizon",2016,tt1860357,Mild,Moderate,Moderate,Mild,Moderate
"Batman v Superman: Dawn of Justice (Ultimate Edition)",2016,tt18689424,Mild,Moderate,Mild,Mild,Moderate
"The Darkness",2016,tt1878841,None,Mild,Mild,Mild,Moderate
"The Edge of Seventeen",2016,tt1878870,Moderate,Mild,Moderate,Mild,Mild
Brimstone,2016,tt1895315,Severe,Severe,Moderate,Mild,Severe
"Dark Crimes",2016,tt1901024,Severe,Moderate,Severe,Moderate,Moderate
"Miss Peregrine's Home for Peculiar Children",2016,tt1935859,None,Moderate,Mild,Mild,Moderate
"The Neon Demon",2016,tt1974419,Moderate,Severe,Moderate,Mild,Severe
"Rules Don't Apply",2016,tt1974420,Mild,None,None,Mild,Mild
"The Angry Birds Movie",2016,tt1985949,Mild,Mild,Mild,Mild,Mild
"Our Kind of Traitor",2016,tt1995390,Moderate,Moderate,Moderate,Moderate,Moderate
"War Dogs",2016,tt2005151,Mild,Moderate,Severe,Severe,Mild
"The Finest Hours",2016,tt2025690,None,Mild,Mild,Mild,Moderate
"USS Indianapolis: Men of Courage",2016,tt2032572,Moderate,Moderate,Moderate,Mild,Moderate
"The Great Wall",2016,tt2034800,None,Moderate,Mild,None,Moderate
"Elvis & Nixon",2016,tt2093991,None,None,Moderate,Mild,None
"Assassin's Creed",2016,tt2094766,None,Moderate,Mild,Mild,Moderate
Spectral,2016,tt2106651,None,Mild,Mild,None,Mild
"Absolutely Fabulous: The Movie",2016,tt2112096,Moderate,Mild,Moderate,Moderate,Mild
"Hacksaw Ridge",2016,tt2119532,Mild,Severe,Mild,Mild,Severe
Collide,2016,tt2126235,Mild,Moderate,Moderate,Mild,Moderate
"The Accountant",2016,tt2140479,None,Severe,Moderate,Mild,Moderate
"Good Kids",2016,tt2170427,Moderate,Mild,Moderate,Moderate,Mild
Skiptrace,2016,tt2238032,Mild,Mild,Mild,Mild,None
"Money Monster",2016,tt2241351,Mild,Moderate,Severe,None,Moderate
Leap!,2016,tt2261287,None,Mild,None,None,Mild
"The Good Neighbor",2016,tt2262315,Mild,Mild,Moderate,Moderate,Moderate
"Kung Fu Panda 3",2016,tt2267968,None,Mild,None,None,Mild
"Finding Dory",2016,tt2277860,None,None,None,None,Mild
"The 5th Wave",2016,tt2304933,Mild,Moderate,Moderate,Mild,Moderate
Una,2016,tt2315582,Moderate,None,Mild,Mild,Moderate
"My Life as a Zucchini",2016,tt2321405,Mild,Mild,Mild,Mild,Mild
"Live by Night",2016,tt2361317,Mild,Severe,Severe,Moderate,Moderate
"The Disappointments Room",2016,tt2364897,None,Moderate,Mild,,
"The Take",2016,tt2368619,Moderate,Moderate,Moderate,Mild,Moderate
"The Huntsman: Winter's War",2016,tt2381991,Mild,Moderate,Mild,Mild,Moderate
"Keeping Up with the Joneses",2016,tt2387499,Mild,Mild,Mild,Mild,Mild
"Gods of Egypt",2016,tt2404233,Mild,Moderate,None,None,Mild
"The Magnificent Seven",2016,tt2404435,Mild,Moderate,Mild,Mild,Moderate
"The Duel",2016,tt2436682,Mild,Severe,Moderate,Mild,Moderate
"The Fundamentals of Caring",2016,tt2452386,Mild,None,Moderate,Mild,None
Masterminds,2016,tt2461150,Mild,Mild,Mild,Mild,None
"Billy Lynn's Long Halftime Walk",2016,tt2513074,Mild,Moderate,Severe,Mild,Moderate
"The Beatles: Eight Days a Week - The Touring Years",2016,tt2531318,,,Moderate,Moderate,
Arrival,2016,tt2543164,None,Mild,Mild,None,Mild
"The Light Between Oceans",2016,tt2547584,Mild,None,None,None,Mild
"Alice Through the Looking Glass",2016,tt2567026,None,Mild,None,None,Mild
"Shut In",2016,tt2582500,Mild,Moderate,Mild,None,Moderate
"Hell or High Water",2016,tt2582782,Mild,Moderate,Moderate,Mild,Moderate
"Resident Evil: The Final Chapter",2016,tt2592614,None,Severe,Moderate,None,Moderate
Ben-Hur,2016,tt2638144,Mild,Moderate,Mild,None,Moderate
"Midnight Special",2016,tt2649554,None,Moderate,Mild,Mild,Mild
"Crouching Tiger, Hidden Dragon: Sword of Destiny",2016,tt2652118,Mild,Moderate,None,None,Mild
"Star Trek Beyond",2016,tt2660888,None,Moderate,Mild,Mild,Moderate
"Kill Command",2016,tt2667380,None,Moderate,Moderate,None,Moderate
Fences,2016,tt2671706,None,Mild,Moderate,Mild,Mild
"Me Before You",2016,tt2674426,Mild,None,Mild,Mild,Mild
I.T.,2016,tt2679552,Mild,Moderate,Severe,Mild,Mild
"The Boss",2016,tt2702724,Mild,Mild,Severe,Moderate,None
"The Secret Life of Pets",2016,tt2709768,None,Mild,None,None,Mild
"Pete's Dragon",2016,tt2788732,None,Mild,Mild,None,Mild
"Mike and Dave Need Wedding Dates",2016,tt2823054,Moderate,Mild,Severe,Moderate,None
"Ride Along 2",2016,tt2869728,Mild,Mild,Moderate,Mild,None
"Everybody Wants Some!!",2016,tt2937696,Moderate,None,Severe,Moderate,None
Zootopia,2016,tt2948356,None,Mild,None,Mild,Mild
"Batman v Superman: Dawn of Justice",2016,tt2975590,Mild,Moderate,Moderate,Mild,Moderate
"A Hologram for the King",2016,tt2980210,Moderate,None,Mild,Mild,None
"Carrie Pilby",2016,tt2989524,Mild,Mild,Mild,Mild,None
Criminal,2016,tt3014866,None,Severe,Severe,Mild,Moderate
"The Jungle Book",2016,tt3040964,None,Mild,None,None,Moderate
Inferno,2016,tt3062096,None,Moderate,Mild,None,Moderate
"The Conjuring 2",2016,tt3065204,None,Moderate,Mild,Mild,Severe
"Love & Friendship",2016,tt3068194,None,None,None,None,None
"Kickboxer: Vengeance",2016,tt3082898,Moderate,Severe,Mild,Mild,Moderate
"Monster Trucks",2016,tt3095734,None,Mild,Mild,Mild,Mild
"Manhattan Night",2016,tt3100274,Moderate,Moderate,Moderate,Mild,Moderate
"Now You See Me 2",2016,tt3110958,None,Mild,Moderate,Mild,Mild
"David Brent: Life on the Road",2016,tt3137630,Mild,None,Moderate,Mild,None
Hacker,2016,tt3173594,Mild,Mild,Moderate,Mild,Moderate
"Before I Wake",2016,tt3174376,None,Mild,None,Mild,Moderate
"Fantastic Beasts and Where to Find Them",2016,tt3183660,None,Moderate,None,Mild,Moderate
"I Am Wrath",2016,tt3212232,None,Severe,Moderate,Mild,Mild
Incarnate,2016,tt3216348,None,Moderate,Moderate,Mild,Moderate
Risen,2016,tt3231054,None,Moderate,None,None,Moderate
Sully,2016,tt3263904,None,Mild,Mild,Mild,Moderate
"The Autopsy of Jane Doe",2016,tt3289956,Moderate,Severe,Moderate,None,Severe
"London Has Fallen",2016,tt3300542,None,Severe,Severe,None,Severe
"Friend Request",2016,tt3352390,None,Moderate,Moderate,None,Moderate
"The Brothers Grimsby",2016,tt3381008,Severe,Moderate,Moderate,Moderate,Mild
"X-Men: Apocalypse",2016,tt3385516,Mild,Moderate,Mild,Mild,Moderate
"A United Kingdom",2016,tt3387266,None,None,None,Mild,None
"The Forest",2016,tt3387542,None,Moderate,Mild,Mild,Severe
"Jack Reacher: Never Go Back",2016,tt3393786,None,Moderate,Mild,Mild,Mild
Allegiant,2016,tt3410834,Mild,Mild,Mild,None,Mild
"A Monster Calls",2016,tt3416532,None,Mild,None,None,Moderate
"Ice Age: Collision Course",2016,tt3416828,Mild,Mild,None,None,Mild
Sing,2016,tt3470600,None,None,None,None,Mild
Fan,2016,tt3495026,None,Moderate,Mild,None,Moderate
"Captain America: Civil War",2016,tt3498820,None,Moderate,Mild,Mild,Moderate
Race,2016,tt3499096,None,None,Mild,Mild,None
"The Whole Truth",2016,tt3503406,Mild,Mild,Mild,Mild,Mild
Moana,2016,tt3521164,None,Mild,None,None,Mild
"Mechanic: Resurrection",2016,tt3522806,Mild,Severe,Moderate,Mild,Moderate
Nerve,2016,tt3531824,Mild,Mild,Mild,Mild,Moderate
"Sing Street",2016,tt3544112,Mild,Mild,Moderate,Mild,None
"Whiskey Tango Foxtrot",2016,tt3553442,Mild,Moderate,Moderate,Moderate,Mild
"Captain Fantastic",2016,tt3553976,Moderate,Moderate,Moderate,Mild,Mild
"A Street Cat Named Bob",2016,tt3606888,None,Mild,Mild,Moderate,Moderate
"In a Valley of Violence",2016,tt3608930,None,Severe,Moderate,Mild,Moderate
"Don't Hang Up",2016,tt3610746,Mild,Moderate,Moderate,Mild,Moderate
"Don't Knock Twice",2016,tt3622110,None,Mild,Mild,Mild,Moderate
"Barbershop: The Next Cut",2016,tt3628584,Moderate,Mild,Moderate,Mild,Moderate
"The Girl on the Train",2016,tt3631112,Severe,Moderate,Severe,Moderate,Moderate
Allied,2016,tt3640424,Moderate,Moderate,Moderate,Moderate,Moderate
"Blood Father",2016,tt3647498,None,Moderate,Severe,Moderate,Moderate
Misconduct,2016,tt3658772,Moderate,Mild,Moderate,Mild,Mild
"The Red Turtle",2016,tt3666024,None,Mild,None,None,Mild
"The Red Pill",2016,tt3686998,None,Mild,Moderate,None,None
"The BFG",2016,tt3691740,None,Mild,None,None,Mild
"The Other Side of the Door",2016,tt3702652,Mild,Moderate,Mild,None,Moderate
"Brain on Fire",2016,tt3704700,Mild,None,Mild,Mild,Moderate
Mine,2016,tt3707104,None,Moderate,Mild,Mild,Moderate
"War on Everyone",2016,tt3708886,Moderate,Moderate,Severe,Severe,Mild
"The Hollars",2016,tt3714720,None,None,Moderate,Mild,Mild
Elle,2016,tt3716530,Severe,Severe,Moderate,Mild,Severe
"Underworld: Blood Wars",2016,tt3717252,Mild,Severe,Mild,None,Mild
"American Honey",2016,tt3721936,Moderate,Mild,Severe,Severe,Mild
Maudie,2016,tt3721954,Mild,Mild,Mild,Mild,Mild
"The Trust",2016,tt3733774,Moderate,Moderate,Severe,Moderate,Mild
Lion,2016,tt3741834,Mild,Mild,None,Mild,Moderate
"Blue Mountain State: The Rise of Thadland",2016,tt3748440,Severe,Mild,Moderate,Severe,Mild
"Rogue One: A Star Wars Story",2016,tt3748528,None,Moderate,None,None,Moderate
"My Big Fat Greek Wedding 2",2016,tt3760922,Mild,None,Mild,Mild,None
Shivaay,2016,tt3771536,Mild,Moderate,Mild,Mild,Moderate
Snowden,2016,tt3774114,Moderate,Mild,Moderate,Mild,None
"La La Land",2016,tt3783958,None,None,Mild,None,None
"The Choice",2016,tt3797868,Mild,Mild,Mild,Mild,Mild
"The Nice Guys",2016,tt3799694,Moderate,Moderate,Severe,Moderate,Mild
"Cabin Fever",2016,tt3832096,Severe,Severe,Severe,Mild,Severe
31,2016,tt3835080,Severe,Severe,Severe,Mild,Severe
"Yoga Hosers",2016,tt3838992,Mild,Mild,Mild,Mild,Severe
"Infinity Chamber",2016,tt3839880,None,Mild,Moderate,None,Mild
